
0.673388	1.85615	3.63925	6.0153	8.98628	
0.673558	1.85662	3.64017	6.01682	8.98856	
0.673728	1.85709	3.64109	6.01834	8.99083	
0.673899	1.85756	3.64202	6.01987	8.9931	
0.674069	1.85803	3.64294	6.02139	8.99538	
0.67424	1.8585	3.64386	6.02292	8.99766	
0.674411	1.85898	3.64478	6.02444	8.99994	
0.674582	1.85945	3.64571	6.02597	9.00222	
0.674753	1.85992	3.64663	6.0275	9.00451	
0.674924	1.86039	3.64756	6.02903	9.00679	
0.675096	1.86086	3.64849	6.03056	9.00908	
0.675267	1.86134	3.64941	6.03209	9.01137	
0.675439	1.86181	3.65034	6.03363	9.01366	
0.675611	1.86228	3.65127	6.03516	9.01595	
0.675783	1.86276	3.6522	6.0367	9.01824	
0.675955	1.86323	3.65313	6.03823	9.02054	
0.676127	1.8637	3.65406	6.03977	9.02284	
0.676299	1.86418	3.65499	6.04131	9.02514	
0.676472	1.86465	3.65592	6.04285	9.02744	
0.676644	1.86513	3.65685	6.04439	9.02974	
0.676817	1.86561	3.65779	6.04593	9.03205	
0.67699	1.86608	3.65872	6.04748	9.03435	
0.677163	1.86656	3.65966	6.04902	9.03666	
0.677336	1.86704	3.66059	6.05057	9.03897	
0.677509	1.86751	3.66153	6.05212	9.04128	
0.677682	1.86799	3.66246	6.05367	9.04359	
0.677856	1.86847	3.6634	6.05522	9.04591	
0.678029	1.86895	3.66434	6.05677	9.04823	
0.678203	1.86943	3.66528	6.05832	9.05055	
0.678377	1.86991	3.66622	6.05987	9.05287	
0.678551	1.87039	3.66716	6.06143	9.05519	
0.678725	1.87087	3.6681	6.06298	9.05751	
0.6789	1.87135	3.66904	6.06454	9.05984	
0.679074	1.87183	3.66999	6.0661	9.06217	
0.679249	1.87231	3.67093	6.06766	9.0645	
0.679423	1.87279	3.67187	6.06922	9.06683	
0.679598	1.87327	3.67282	6.07078	9.06916	
0.679773	1.87376	3.67376	6.07234	9.0715	
0.679948	1.87424	3.67471	6.07391	9.07383	
0.680123	1.87472	3.67566	6.07547	9.07617	
0.680299	1.8752	3.6766	6.07704	9.07851	
0.680474	1.87569	3.67755	6.07861	9.08085	
0.68065	1.87617	3.6785	6.08018	9.0832	
0.680826	1.87666	3.67945	6.08175	9.08554	
0.681002	1.87714	3.6804	6.08332	9.08789	
0.681178	1.87763	3.68135	6.08489	9.09024	
0.681354	1.87811	3.68231	6.08646	9.09259	
0.68153	1.8786	3.68326	6.08804	9.09495	
0.681707	1.87909	3.68421	6.08962	9.0973	
0.681883	1.87957	3.68517	6.09119	9.09966	
0.68206	1.88006	3.68612	6.09277	9.10202	
0.682237	1.88055	3.68708	6.09435	9.10438	
0.682414	1.88103	3.68804	6.09593	9.10674	
0.682591	1.88152	3.68899	6.09752	9.1091	
0.682768	1.88201	3.68995	6.0991	9.11147	
0.682946	1.8825	3.69091	6.10068	9.11384	
0.683123	1.88299	3.69187	6.10227	9.11621	
0.683301	1.88348	3.69283	6.10386	9.11858	
0.683479	1.88397	3.69379	6.10545	9.12095	
0.683657	1.88446	3.69475	6.10704	9.12333	
0.683835	1.88495	3.69572	6.10863	9.1257	
0.684013	1.88544	3.69668	6.11022	9.12808	
0.684192	1.88594	3.69764	6.11181	9.13046	
0.68437	1.88643	3.69861	6.11341	9.13285	
0.684549	1.88692	3.69957	6.115	9.13523	
0.684728	1.88741	3.70054	6.1166	9.13762	
0.684907	1.88791	3.70151	6.1182	9.14001	
0.685086	1.8884	3.70248	6.1198	9.1424	
0.685265	1.88889	3.70344	6.1214	9.14479	
0.685445	1.88939	3.70441	6.123	9.14718	
0.685624	1.88988	3.70538	6.12461	9.14958	
0.685804	1.89038	3.70636	6.12621	9.15197	
0.685984	1.89087	3.70733	6.12782	9.15437	
0.686164	1.89137	3.7083	6.12943	9.15678	
0.686344	1.89187	3.70927	6.13104	9.15918	
0.686524	1.89236	3.71025	6.13265	9.16158	
0.686704	1.89286	3.71122	6.13426	9.16399	
0.686885	1.89336	3.7122	6.13587	9.1664	
0.687065	1.89386	3.71317	6.13748	9.16881	
0.687246	1.89435	3.71415	6.1391	9.17122	
0.687427	1.89485	3.71513	6.14071	9.17364	
0.687608	1.89535	3.71611	6.14233	9.17606	
0.68779	1.89585	3.71709	6.14395	9.17847	
0.687971	1.89635	3.71807	6.14557	9.18089	
0.688152	1.89685	3.71905	6.14719	9.18332	
0.688334	1.89735	3.72003	6.14882	9.18574	
0.688516	1.89785	3.72101	6.15044	9.18817	
0.688698	1.89836	3.722	6.15207	9.1906	
0.68888	1.89886	3.72298	6.15369	9.19303	
0.689062	1.89936	3.72396	6.15532	9.19546	
0.689245	1.89986	3.72495	6.15695	9.19789	
0.689427	1.90037	3.72594	6.15858	9.20033	
0.68961	1.90087	3.72692	6.16021	9.20276	
0.689793	1.90137	3.72791	6.16184	9.2052	
0.689976	1.90188	3.7289	6.16348	9.20765	
0.690159	1.90238	3.72989	6.16511	9.21009	
0.690342	1.90289	3.73088	6.16675	9.21254	
0.690525	1.90339	3.73187	6.16839	9.21498	
0.690709	1.9039	3.73286	6.17003	9.21743	
0.690893	1.90441	3.73386	6.17167	9.21988	
0.691076	1.90491	3.73485	6.17331	9.22234	
0.69126	1.90542	3.73585	6.17496	9.22479	
0.691445	1.90593	3.73684	6.1766	9.22725	
0.691629	1.90643	3.73784	6.17825	9.22971	
0.691813	1.90694	3.73883	6.1799	9.23217	
0.691998	1.90745	3.73983	6.18154	9.23463	
0.692183	1.90796	3.74083	6.18319	9.2371	
0.692367	1.90847	3.74183	6.18485	9.23957	
0.692552	1.90898	3.74283	6.1865	9.24203	
0.692738	1.90949	3.74383	6.18815	9.24451	
0.692923	1.91	3.74483	6.18981	9.24698	
0.693108	1.91051	3.74583	6.19146	9.24945	
0.693294	1.91103	3.74684	6.19312	9.25193	
0.69348	1.91154	3.74784	6.19478	9.25441	
0.693666	1.91205	3.74884	6.19644	9.25689	
0.693852	1.91256	3.74985	6.19811	9.25937	
0.694038	1.91308	3.75086	6.19977	9.26186	
0.694224	1.91359	3.75186	6.20143	9.26435	
0.694411	1.9141	3.75287	6.2031	9.26684	
0.694598	1.91462	3.75388	6.20477	9.26933	
0.694784	1.91513	3.75489	6.20644	9.27182	
0.694971	1.91565	3.7559	6.20811	9.27431	
0.695158	1.91616	3.75691	6.20978	9.27681	
0.695346	1.91668	3.75792	6.21145	9.27931	
0.695533	1.9172	3.75894	6.21312	9.28181	
0.695721	1.91771	3.75995	6.2148	9.28432	
0.695908	1.91823	3.76097	6.21648	9.28682	
0.696096	1.91875	3.76198	6.21816	9.28933	
0.696284	1.91927	3.763	6.21984	9.29184	
0.696473	1.91979	3.76401	6.22152	9.29435	
0.696661	1.92031	3.76503	6.2232	9.29686	
0.696849	1.92083	3.76605	6.22488	9.29938	
0.697038	1.92135	3.76707	6.22657	9.30189	
0.697227	1.92187	3.76809	6.22825	9.30441	
0.697416	1.92239	3.76911	6.22994	9.30694	
0.697605	1.92291	3.77013	6.23163	9.30946	
0.697794	1.92343	3.77116	6.23332	9.31198	
0.697984	1.92395	3.77218	6.23501	9.31451	
0.698173	1.92447	3.7732	6.23671	9.31704	
0.698363	1.925	3.77423	6.2384	9.31957	
0.698553	1.92552	3.77526	6.2401	9.32211	
0.698743	1.92604	3.77628	6.2418	9.32464	
0.698933	1.92657	3.77731	6.24349	9.32718	
0.699123	1.92709	3.77834	6.24519	9.32972	
0.699314	1.92762	3.77937	6.2469	9.33226	
0.699504	1.92814	3.7804	6.2486	9.33481	
0.699695	1.92867	3.78143	6.2503	9.33735	
0.699886	1.9292	3.78246	6.25201	9.3399	
0.700077	1.92972	3.78349	6.25372	9.34245	
0.700269	1.93025	3.78453	6.25543	9.34501	
0.70046	1.93078	3.78556	6.25714	9.34756	
0.700652	1.93131	3.7866	6.25885	9.35012	
0.700843	1.93183	3.78763	6.26056	9.35268	
0.701035	1.93236	3.78867	6.26227	9.35524	
0.701227	1.93289	3.78971	6.26399	9.3578	
0.701419	1.93342	3.79075	6.26571	9.36036	
0.701612	1.93395	3.79179	6.26743	9.36293	
0.701804	1.93448	3.79283	6.26915	9.3655	
0.701997	1.93501	3.79387	6.27087	9.36807	
0.70219	1.93555	3.79491	6.27259	9.37065	
0.702383	1.93608	3.79596	6.27431	9.37322	
0.702576	1.93661	3.797	6.27604	9.3758	
0.702769	1.93714	3.79804	6.27777	9.37838	
0.702963	1.93768	3.79909	6.27949	9.38096	
0.703157	1.93821	3.80014	6.28122	9.38355	
0.70335	1.93874	3.80118	6.28296	9.38613	
0.703544	1.93928	3.80223	6.28469	9.38872	
0.703739	1.93981	3.80328	6.28642	9.39131	
0.703933	1.94035	3.80433	6.28816	9.3939	
0.704127	1.94089	3.80538	6.2899	9.3965	
0.704322	1.94142	3.80643	6.29163	9.3991	
0.704517	1.94196	3.80749	6.29337	9.4017	
0.704712	1.9425	3.80854	6.29511	9.4043	
0.704907	1.94303	3.8096	6.29686	9.4069	
0.705102	1.94357	3.81065	6.2986	9.40951	
0.705297	1.94411	3.81171	6.30035	9.41211	
0.705493	1.94465	3.81276	6.30209	9.41472	
0.705689	1.94519	3.81382	6.30384	9.41734	
0.705885	1.94573	3.81488	6.30559	9.41995	
0.706081	1.94627	3.81594	6.30735	9.42257	
0.706277	1.94681	3.817	6.3091	9.42519	
0.706473	1.94735	3.81806	6.31085	9.42781	
0.70667	1.94789	3.81912	6.31261	9.43043	
0.706867	1.94844	3.82019	6.31437	9.43306	
0.707064	1.94898	3.82125	6.31612	9.43568	
0.707261	1.94952	3.82232	6.31788	9.43831	
0.707458	1.95007	3.82338	6.31965	9.44095	
0.707655	1.95061	3.82445	6.32141	9.44358	
0.707853	1.95116	3.82552	6.32317	9.44622	
0.708051	1.9517	3.82659	6.32494	9.44885	
0.708248	1.95225	3.82766	6.32671	9.4515	
0.708446	1.95279	3.82873	6.32848	9.45414	
0.708645	1.95334	3.8298	6.33025	9.45678	
0.708843	1.95389	3.83087	6.33202	9.45943	
0.709042	1.95443	3.83194	6.33379	9.46208	
0.70924	1.95498	3.83302	6.33557	9.46473	
0.709439	1.95553	3.83409	6.33735	9.46739	
0.709638	1.95608	3.83517	6.33912	9.47004	
0.709838	1.95663	3.83624	6.3409	9.4727	
0.710037	1.95718	3.83732	6.34269	9.47536	
0.710236	1.95773	3.8384	6.34447	9.47803	
0.710436	1.95828	3.83948	6.34625	9.48069	
0.710636	1.95883	3.84056	6.34804	9.48336	
0.710836	1.95938	3.84164	6.34982	9.48603	
0.711036	1.95993	3.84272	6.35161	9.4887	
0.711237	1.96048	3.84381	6.3534	9.49137	
0.711437	1.96104	3.84489	6.3552	9.49405	
0.711638	1.96159	3.84597	6.35699	9.49673	
0.711839	1.96214	3.84706	6.35878	9.49941	
0.71204	1.9627	3.84815	6.36058	9.50209	
0.712241	1.96325	3.84923	6.36238	9.50478	
0.712443	1.96381	3.85032	6.36418	9.50747	
0.712644	1.96436	3.85141	6.36598	9.51016	
0.712846	1.96492	3.8525	6.36778	9.51285	
0.713048	1.96548	3.85359	6.36958	9.51555	
0.71325	1.96603	3.85469	6.37139	9.51824	
0.713452	1.96659	3.85578	6.3732	9.52094	
0.713655	1.96715	3.85687	6.375	9.52364	
0.713858	1.96771	3.85797	6.37681	9.52635	
0.71406	1.96827	3.85906	6.37863	9.52905	
0.714263	1.96883	3.86016	6.38044	9.53176	
0.714466	1.96939	3.86126	6.38225	9.53447	
0.71467	1.96995	3.86236	6.38407	9.53719	
0.714873	1.97051	3.86346	6.38589	9.5399	
0.715077	1.97107	3.86456	6.38771	9.54262	
0.715281	1.97163	3.86566	6.38953	9.54534	
0.715485	1.97219	3.86676	6.39135	9.54806	
0.715689	1.97276	3.86787	6.39317	9.55079	
0.715893	1.97332	3.86897	6.395	9.55352	
0.716098	1.97388	3.87008	6.39683	9.55625	
0.716303	1.97445	3.87118	6.39866	9.55898	
0.716507	1.97501	3.87229	6.40049	9.56171	
0.716713	1.97558	3.8734	6.40232	9.56445	
0.716918	1.97614	3.87451	6.40415	9.56719	
0.717123	1.97671	3.87562	6.40599	9.56993	
0.717329	1.97728	3.87673	6.40782	9.57267	
0.717535	1.97784	3.87784	6.40966	9.57542	
0.71774	1.97841	3.87895	6.4115	9.57817	
0.717947	1.97898	3.88007	6.41334	9.58092	
0.718153	1.97955	3.88118	6.41518	9.58367	
0.718359	1.98012	3.8823	6.41703	9.58643	
0.718566	1.98069	3.88342	6.41888	9.58918	
0.718773	1.98126	3.88453	6.42072	9.59194	
0.71898	1.98183	3.88565	6.42257	9.59471	
0.719187	1.9824	3.88677	6.42442	9.59747	
0.719394	1.98297	3.88789	6.42628	9.60024	
0.719602	1.98354	3.88901	6.42813	9.60301	
0.71981	1.98411	3.89014	6.42999	9.60578	
0.720018	1.98469	3.89126	6.43184	9.60856	
0.720226	1.98526	3.89239	6.4337	9.61133	
